CustomerKey,FirstName,MiddleName,LastName,Gender,DateFirstPurchase,Customer City
16467,Ronald,E,Srini,Male,2020-10-14,Lancaster
16468,Orlando,A,Dominguez,Male,2020-09-08,Paris
16469,Michele,NULL,Tang,Female,2020-04-16,Roncq
16470,Wesley,NULL,Guo,Male,2019-03-07,Stoke-on-Trent
16471,Vanessa,NULL,Hayes,Female,2020-12-03,Chatou
16472,Olivia,A,Robinson,Female,2020-11-01,Paris
16473,Dawn,NULL,Andersen,Female,2020-10-05,Berlin
16474,Jay,NULL,Serrano,Male,2020-03-28,Kassel
16475,Kurt,L,Anand,Male,2019-06-01,Essen
16476,Shawn,J,Xie,Male,2019-12-04,Paris
16477,Anna,E,Gonzales,Female,2020-02-15,Bremerton
16478,Adrian,L,Gray,Male,2020-10-12,Oakland
16479,Victoria,H,Brooks,Female,2020-05-26,Shawnee
16480,Alan,NULL,Zhou,Male,2020-06-28,Gold Coast
16481,Madison,J,Bryant,Female,2020-09-30,Melbourne
16482,Tabitha,E,Arthur,Female,2018-01-11,Bendigo
16483,Warren,S,Jai,Male,2018-01-02,Melbourne
16484,Dustin,A,Lal,Male,2018-01-19,Springwood
16485,Ian,A,Foster,Male,2020-10-12,Burbank
16486,Rachael,R,Madan,Female,2020-03-01,North Sydney
16487,Brianna,K,Griffin,Female,2020-06-08,Melton
16488,Joel,C,Rodriguez,Male,2020-03-19,Hobart
16489,Frederick,J,Garcia,Male,2020-03-16,Lane Cove
16490,Megan,G,Robinson,Female,2020-05-19,San Gabriel
16491,Christian,J,Garcia,Male,2020-01-29,Langford
16492,Theodore,M,Sanz,Male,2020-10-30,Wollongong
16493,Brenda,L,Fernandez,Female,2018-01-13,Seaford
16494,Jordyn,NULL,Simmons,Female,2018-01-24,Warrnambool
16495,Monique,NULL,Ramos,Female,2018-01-18,Warrnambool
16496,Dawn,R,Tang,Female,2018-01-24,Darlinghurst
16497,Julia,P,Peterson,Female,2020-05-31,Sooke
16498,Hunter,NULL,Jones,Male,2020-09-07,Issaquah
16499,Danielle,NULL,Kelly,Female,2020-12-23,Lynnwood
16500,Chloe,NULL,Perry,Female,2020-04-20,Renton
16501,Vanessa,V,Wood,Female,2020-09-02,Seattle
16502,Jackson,M,Parker,Male,2021-01-12,Woodburn
16503,Christian,NULL,Anderson,Male,2020-05-17,Mill Valley
16504,Justin,NULL,Russell,Male,2020-04-05,San Diego
16505,Erin,NULL,Gray,Female,2020-12-11,Fremont
16506,Catherine,L,Murphy,Female,2020-04-06,Metchosin
16507,Tracy,B,Nath,Female,2020-07-14,Orleans
16508,Brent,NULL,Zhu,Male,2020-08-23,Pantin
16509,Veronica,NULL,Sai,Female,2019-03-25,London
16510,Brad,G,Nara,Male,2020-04-08,Paris
16511,Joe,G,Raman,Male,2020-02-02,Cambridge
16512,Ricardo,NULL,Sharma,Male,2019-03-29,York
16513,Ronnie,NULL,Wagner,Male,2019-11-28,Lieusaint
16514,Manuel,A,Fernandez,Male,2018-01-10,Malabar
16515,Troy,NULL,Sai,Male,2018-01-17,Hobart
16516,Melvin,NULL,She,Male,2018-01-18,Townsville
16517,Katrina,M,Raji,Female,2017-12-31,Wollongong
16518,Krystal,NULL,Holt,Female,2018-01-15,Cranbourne
16519,Yolanda,NULL,Chander,Female,2018-01-24,Hervey Bay
16520,Misty,NULL,Raji,Female,2018-01-04,Bendigo
16521,Tonya,L,She,Female,2018-01-20,Hawthorne
16522,Casey,NULL,Pal,Female,2018-01-07,Caloundra
16523,Sandra,C,Huang,Female,2018-01-22,Hervey Bay
16524,Damien,NULL,Huang,Male,2018-01-16,Hawthorne
16525,Martha,NULL,Liang,Female,2018-01-14,Goulburn
16526,Arthur,L,Perez,Male,2018-01-16,Sunbury
16527,Cory,O,Arun,Male,2018-01-08,Milsons Point
16528,Dominique,NULL,Garcia,Female,2018-01-24,Melton
16529,Jonathon,R,Gutierrez,Male,2018-01-02,Goulburn
16530,Priscilla,NULL,Chander,Female,2019-04-02,London
16531,Lacey,C,Gao,Female,2019-04-26,London
16532,Tommy,NULL,Sharma,Male,2019-12-22,Cergy
16533,Kristen,NULL,Cai,Female,2019-12-12,Drancy
16534,Claudia,NULL,Holt,Female,2019-06-25,München
16535,Colin,F,Chen,Male,2020-06-03,Paris
16536,Meghan,A,Jimenez,Female,2020-05-31,Saint-Denis
16537,Arthur,NULL,Dominguez,Male,2020-05-26,Saarbrücken
16538,Stacey,NULL,Liang,Female,2019-06-30,Frankfurt am Main
16539,Christy,NULL,Li,Female,2020-02-06,Hof
16540,Theodore,L,Browning,Male,2019-07-12,Salzgitter
16541,Micah,A,Hu,Male,2019-04-20,Billericay
16542,Jésus,L,Ortega,Male,2020-07-09,Gloucestershire
16543,Jenny,NULL,McDonald,Female,2020-07-17,London
16544,Eduardo,M,Morgan,Male,2020-08-01,Saint Germain en Laye
16545,Alicia,NULL,Pal,Female,2020-10-12,Paris
16546,Terrance,B,Jordan,Male,2019-04-08,London
16547,Jake,L,Yang,Male,2019-12-12,Paris La Defense
16548,Darren,NULL,Rubio,Male,2019-12-16,Roncq
16549,Linda,A,Moreno,Female,2019-07-29,Berlin
16550,Frederick,NULL,Madan,Male,2019-04-02,West Sussex
16551,Christy,M,Shan,Female,2019-12-21,Roubaix
16552,Joe,S,Sanchez,Male,2019-07-01,Leipzig
16553,Gabriella,J,Roberts,Female,2019-04-19,Esher-Molesey
16554,Casey,C,Chander,Female,2019-04-29,Warrington
16555,Mathew,NULL,Vazquez,Male,2020-09-19,Les Ulis
16556,Angelica,NULL,Butler,Female,2020-06-21,Werne
16557,Derek,NULL,Chander,Male,2020-03-26,Paris
16558,Preston,NULL,Sara,Male,2020-03-24,Stuttgart
16559,Candace,G,Martinez,Female,2019-12-24,Cergy
16560,Kelvin,E,Sun,Male,2019-12-16,Saint-Denis
16561,Kurt,NULL,Yuan,Male,2019-04-26,Leeds
16562,Colleen,L,Zhang,Female,2019-04-22,Oxford
16563,Mackenzie,NULL,Baker,Female,2020-02-11,Newcastle upon Tyne
16564,Susan,L,Wu,Female,2020-05-21,Bracknell
16565,Corey,E,Anand,Male,2019-07-23,Darmstadt
16566,Ashlee,C,Shen,Female,2019-12-24,Roissy en Brie
16567,Erick,A,Lopez,Male,2019-07-06,Saarlouis
16568,Caroline,NULL,Coleman,Female,2020-02-11,Kassel
16569,Colleen,H,Li,Female,2019-12-13,Colombes
16570,Julie,G,She,Female,2019-12-08,Versailles
16571,Audrey,NULL,Torres,Female,2020-06-09,Newcastle upon Tyne
16572,Jon,D,Xu,Male,2019-07-27,Berlin
16573,Ruben,NULL,Dominguez,Male,2019-04-21,London
16574,Joe,E,Gomez,Male,2020-03-05,Bracknell
16575,Veronica,G,Vance,Female,2019-04-10,Milton Keynes
16576,Corey,D,Beck,Male,2021-01-06,Metz
16577,Leah,E,Chen,Female,2020-08-02,Paris La Defense
16578,Stefanie,NULL,Weber,Female,2020-11-05,Darmstadt
16579,Zachary,L,Davis,Male,2020-07-10,Cheltenham
16580,Dawn,C,Chen,Female,2019-12-16,Metz
16581,Kenneth,NULL,Becker,Male,2020-10-25,Pantin
16582,Frank,M,Torres,Male,2020-02-22,Berlin
16583,Justin,A,Martinez,Male,2021-01-08,Frankfurt
16584,Devin,NULL,Gray,Male,2020-02-07,Watford
16585,Vincent,F,Sun,Male,2019-04-07,West Sussex
16586,Leonard,NULL,Chander,Male,2020-07-25,Versailles
16587,Zachary,NULL,Martinez,Male,2019-07-14,Solingen
16588,Andre,NULL,Martinez,Male,2019-04-30,London
16589,Martin,NULL,Suri,Male,2019-05-28,Maidenhead
16590,Shawn,C,Deng,Male,2020-05-31,Oxford
16591,Clarence,NULL,He,Male,2020-06-23,Reading
16592,Jacquelyn,R,Gomez,Female,2020-03-14,Saint Germain en Laye
16593,Suzanne,NULL,He,Female,2020-02-15,Birmingham
16594,Andrew,C,Jones,Male,2019-05-21,Peterborough
16595,Cameron,L,Anderson,Male,2019-05-18,Runcorn
16596,Gabrielle,B,Carter,Female,2019-12-09,Saint Germain en Laye
16597,Kelli,L,Xu,Female,2020-03-02,Salzgitter
16598,Kate,NULL,Rai,Female,2019-05-23,Bury
16599,Ramón,S,Cai,Male,2020-06-18,London
16600,Janet,V,Suarez,Female,2020-05-16,Sèvres
16601,Tabitha,Y,Rana,Female,2020-05-12,Oxford
16602,Jill,A,Travers,Female,2020-08-22,Runcorn
16603,Scott,NULL,Seely,Female,2019-07-08,München
16604,Roy,M,Serrano,Male,2020-10-25,Sulzbach Taunus
16605,Toni,NULL,Randall,Female,2020-03-11,Port Macquarie
16606,Ricky,F,Blanco,Male,2020-08-07,Matraville
16607,Logan,NULL,Gonzales,Male,2018-01-05,Brisbane
16608,Ricky,C,Martin,Male,2020-02-08,Brisbane
16609,Gary,E,Jimenez,Male,2020-01-30,Hobart
16610,Sydney,NULL,Clark,Female,2020-03-12,Coffs Harbour
16611,Dylan,E,Rodriguez,Male,2020-02-17,Port Macquarie
16612,Ebony,E,Ashe,Female,2018-01-14,Matraville
16613,Cassie,S,Sutton,Female,2020-03-21,Caloundra
16614,Alison,A,Shen,Female,2020-08-26,Springwood
16615,Kaitlin,L,Patel,Female,2020-04-08,Perth
16616,Kelvin,L,Liang,Male,2018-01-10,Perth
16617,Alvin,M,Xie,Male,2020-02-03,Warrnambool
16618,Cassandra,M,Subram,Female,2020-08-21,Findon
16619,Whitney,NULL,Perez,Female,2020-03-09,North Ryde
16620,Cameron,M,Thompson,Male,2018-01-18,Sydney
16621,Birgit,NULL,Seidel,Female,2020-08-31,Bendigo
16622,Byron,NULL,Navarro,Male,2020-08-13,Newcastle
16623,Andres,L,Lal,Male,2018-01-19,Port Macquarie
16624,Albert,R,Alvarez,Male,2017-12-30,Perth
16625,Grant,C,Deng,Male,2020-04-21,Hervey Bay
16626,Nathaniel,E,Morgan,Male,2020-02-28,Townsville
16627,Claudia,R,Chen,Female,2020-02-15,Findon
16628,Francisco,NULL,Prasad,Male,2020-09-10,Lane Cove
16629,Rosa,G,Zheng,Female,2018-01-06,Matraville
16630,Jaime,L,Sutton,Male,2018-01-28,Sunbury
16631,Haley,J,Ward,Female,2018-01-09,Rockhampton
16632,Ruben,NULL,Romero,Male,2020-07-25,Darlinghurst
16633,Kelli,E,Becker,Female,2020-07-20,Seaford
16634,Jenny,A,Hu,Female,2020-09-02,Bendigo
16635,Erick,NULL,Suri,Male,2020-04-18,Coffs Harbour
16636,Danny,V,Gomez,Male,2018-01-20,South Melbourne
16637,Evan,NULL,King,Male,2018-02-25,Port Macquarie
16638,Dennis,M,Ye,Male,2018-02-12,Springwood
16639,Renee,E,Romero,Female,2018-02-04,Melton
16640,Colin,M,Lal,Male,2020-04-18,Darlinghurst
16641,Julia,I,Bailey,Female,2020-10-26,La Jolla
16642,Mason,L,Mitchell,Male,2020-11-26,Yakima
16643,Fernando,NULL,Wilson,Male,2020-04-06,Port Hammond
16644,Leonard,C,Goel,Male,2020-07-27,Burbank
16645,Chelsea,NULL,Subram,Female,2020-10-10,Chula Vista
16646,Xavier,C,Collins,Male,2020-11-02,Oak Bay
16647,Anna,NULL,Alexander,Female,2020-09-18,Daly City
16648,Rachel,NULL,Coleman,Female,2020-12-10,Glendale
16649,Makayla,NULL,Stewart,Female,2020-10-02,Metchosin
16650,Kaitlyn,J,Green,Female,2020-11-06,Oregon City
16651,Abigail,NULL,Martinez,Female,2020-11-23,Issaquah
16652,Nicole,R,Richardson,Female,2020-07-24,La Jolla
16653,Isabella,NULL,Phillips,Female,2020-10-09,Issaquah
16654,Heather,NULL,Zhang,Female,2020-03-01,Cliffside
16655,Destiny,M,Taylor,Female,2020-09-13,Lakewood
16656,Ronnie,NULL,Zhang,Male,2018-02-28,Rhodes
16657,Alvin,E,She,Male,2018-02-08,Lavender Bay
16658,Ashlee,E,Raje,Female,2018-02-06,Wollongong
16659,Emily,NULL,Jones,Female,2018-02-02,Goulburn
16660,Lee,M,Blanco,Male,2018-02-12,Goulburn
16661,Shane,NULL,Raman,Male,2018-01-30,Malabar
16662,Stacey,NULL,Gao,Female,2018-01-31,Sydney
16663,Rosa,A,Lu,Female,2018-02-19,Geelong
16664,Sophia,NULL,Nelson,Female,2018-02-10,Melton
16665,Linda,NULL,Suarez,Female,2020-09-19,Milsons Point
16666,Taylor,NULL,Torres,Female,2020-02-07,Newton
16667,Allison,NULL,Sanchez,Female,2020-06-19,Vancouver
16668,Levi,NULL,Malhotra,Male,2020-04-21,Chicago
16669,Benjamin,NULL,Martinez,Male,2020-11-02,Kirkland
16670,Sarah,NULL,White,Female,2020-05-23,Spokane
16671,Megan,C,Wood,Female,2020-12-13,W. Linn
16672,Nicole,A,Martinez,Female,2020-06-18,Walla Walla
16673,Curtis,O,Guo,Male,2020-06-29,Beverly Hills
16674,Ricardo,NULL,Yuan,Male,2020-04-26,Cranbourne
16675,Kristi,W,Arthur,Female,2018-02-03,Matraville
16676,Amanda,NULL,Perry,Female,2020-09-19,Grossmont
16677,Jack,S,Hughes,Male,2020-07-31,Los Angeles
16678,Ian,NULL,Ramirez,Male,2020-03-07,Langley
16679,Amber,E,Carter,Female,2020-02-11,Melbourne
16680,Carlos,NULL,Edwards,Male,2020-08-09,Coffs Harbour
16681,Louis,A,Chande,Male,2020-06-29,Bendigo
16682,Kristy,NULL,Ramos,Female,2020-06-18,Milsons Point
16683,Christy,NULL,Rai,Female,2020-05-29,Rockhampton
16684,Joel,NULL,Perez,Male,2018-02-08,Warrnambool
16685,Robin,NULL,Dominguez,Female,2018-02-07,Port Macquarie
16686,Kristine,NULL,Alonso,Female,2018-02-02,Malabar
16687,Lawrence,C,Romero,Male,2018-02-03,Malabar
16688,Tabitha,L,Gomez,Female,2018-02-26,Findon
16689,Rafael,J,Shen,Male,2020-08-18,Coffs Harbour
16690,Aimee,NULL,Wu,Female,2020-09-12,North Ryde
16691,Paula,B,Romero,Female,2018-02-28,Perth
16692,Jay,NULL,Diaz,Male,2020-04-10,Coffs Harbour
16693,Ethan,G,Coleman,Male,2018-02-21,Caloundra
16694,Mandy,L,Sun,Female,2020-02-21,St. Leonards
16695,Dwayne,NULL,Serrano,Male,2020-09-03,Wollongong
16696,Claudia,M,Zeng,Female,2018-02-04,Gold Coast
16697,Wyatt,NULL,Henderson,Male,2020-02-25,Townsville
16698,Mallory,P,Gill,Female,2020-05-17,East Brisbane
16699,Dominic,J,Kapoor,Male,2020-05-09,Geelong
16700,Billy,L,Gill,Male,2020-06-18,Hobart
16701,Laura,NULL,Zheng,Female,2018-02-18,North Ryde
16702,Patricia,T,Raman,Female,2018-02-21,Cranbourne
16703,Denise,NULL,Sanchez,Female,2018-02-09,Hobart
16704,Karla,K,Chavez,Female,2020-06-25,Lane Cove
16705,Jacqueline,NULL,Wood,Female,2020-08-10,Coffs Harbour
16706,Jenny,W,Shan,Female,2020-09-22,Darlinghurst
16707,Derrick,NULL,Serrano,Male,2018-02-21,Hervey Bay
16708,Kellie,NULL,Sanz,Female,2018-02-19,Lavender Bay
16709,Roy,A,Alvarez,Male,2020-07-21,Hawthorne
16710,Carla,NULL,Arthur,Female,2020-07-03,Milsons Point
16711,Jorge,NULL,Zhao,Male,2020-03-07,North Sydney
16712,Suzanne,K,Lu,Female,2018-02-03,Coffs Harbour
16713,Tony,L,Nara,Male,2018-02-23,East Brisbane
16714,Dalton,NULL,Nicholls,Male,2020-08-04,National City
16715,Katelyn,C,Ramirez,Female,2020-08-24,Mill Valley
16716,Jose,NULL,Henderson,Male,2020-04-08,Puyallup
16717,Masaki,NULL,Umeda,Female,2020-04-11,Langford
16718,Gavin,T,Stone,Male,2020-11-18,Downey
16719,Trevor,NULL,Russell,Male,2020-10-19,Burlingame
16720,Morgan,C,Perry,Female,2020-07-01,Burbank
16721,Xavier,NULL,Sanders,Male,2020-04-08,Langley
16722,Sean,L,Gray,Male,2020-11-28,Puyallup
16723,Barbara,NULL,Zhao,Female,2021-01-21,Burlingame
16724,Gabriel,W,Yang,Male,2020-11-02,Newport Beach
16725,Jacob,NULL,Williams,Male,2020-12-09,Issaquah
16726,Miguel,NULL,Wood,Male,2020-12-26,El Cajon
16727,Charles,NULL,Johnston,Male,2020-05-31,Lynnwood
16728,Cole,D,Morris,Male,2020-06-09,Milwaukie
16729,Tommy,NULL,Nara,Male,2020-08-16,Hobart
16730,Mariah,C,Long,Female,2020-12-02,Rockhampton
16731,Nicole,NULL,White,Female,2020-03-03,Newton
16732,Natalie,NULL,Flores,Female,2020-07-19,Port Orchard
16733,Douglas,M,Srini,Male,2020-08-04,Springwood
16734,Emma,NULL,Martinez,Female,2020-04-29,Sydney
16735,Melissa,NULL,Hayes,Female,2020-08-21,Lynnwood
16736,Kelly,NULL,Alexander,Female,2020-06-15,Port Orchard
16737,Steven,NULL,Selikoff,Female,2020-09-17,Burien
16738,Ramon,B,Lu,Male,2020-03-13,Hawthorne
16739,Cory,NULL,Weber,Male,2020-03-07,Silverwater
16740,Elijah,NULL,Li,Male,2018-01-31,Melton
16741,Alan,NULL,Xu,Male,2018-02-01,Rhodes
16742,Mitchell,R,Pal,Male,2018-02-22,Wollongong
16743,Ariana,NULL,Stewart,Female,2018-01-29,Coffs Harbour
16744,Lacey,NULL,Guo,Female,2018-02-16,North Ryde
16745,Krista,J,Moreno,Female,2018-02-07,Townsville
16746,Brianna,W,Peterson,Female,2020-02-28,Lake Oswego
16747,Alexander,S,Davis,Male,2020-06-30,Salem
16748,Patrick,J,Peterson,Male,2020-12-08,Coronado
16749,Aaron,NULL,Coleman,Male,2020-12-05,Santa Monica
16750,Seth,NULL,Sanders,Male,2020-03-21,Torrance
16751,Aaron,C,Scott,Male,2020-07-20,Sedro Woolley
16752,Mason,NULL,Wright,Male,2020-08-17,Torrance
16753,Rachel,NULL,Harris,Female,2020-10-19,Lake Oswego
16754,Alex,M,Bell,Male,2020-03-17,N. Vancouver
16755,Olivia,NULL,James,Female,2020-10-19,Redmond
16756,Richard,NULL,Allen,Male,2020-10-16,Spokane
16757,Mackenzie,A,Cox,Female,2020-12-31,Portland
16758,Justin,E,Perry,Male,2020-06-04,Victoria
16759,Jasmine,B,Bell,Female,2020-10-23,San Francisco
16760,Sydney,NULL,Alexander,Female,2020-03-10,Santa Monica
16761,Angel,A,Ward,Male,2020-09-21,Everett
16762,Franklin,NULL,Ferrier,Male,2020-09-22,Burien
16763,Juan,R,Suarez,Male,2020-04-11,Cliffside
16764,Thomas,NULL,Davis,Male,2020-05-21,Newton
16765,Dalton,R,White,Male,2020-07-28,Yakima
16766,Summer,G,Arun,Female,2020-11-04,Beverly Hills
16767,Rafael,M,Liu,Male,2020-03-14,Burbank
16768,Eduardo,R,Barnes,Male,2021-01-20,Concord
16769,Tyler,J,Walker,Male,2020-10-17,Downey
16770,Charles,NULL,Rogers,Male,2020-09-07,Lakewood
16771,Ian,NULL,Walker,Male,2020-02-23,Cliffside
16772,Morgan,S,Parker,Female,2020-03-15,Oak Bay
16773,David,E,Lal,Male,2020-07-08,Woodburn
16774,Eduardo,R,Perry,Male,2020-06-15,Yakima
16775,Sarah,L,Russell,Female,2020-09-19,Colma
16776,Dalton,NULL,Lewis,Male,2020-09-28,Bellingham
16777,Cameron,J,Simmons,Male,2020-02-24,Milwaukie
16778,Blake,G,Hayes,Male,2020-10-27,Burbank
16779,Morgan,A,Watson,Female,2020-10-24,West Covina
16780,Carlos,NULL,Bailey,Male,2020-09-05,Puyallup
16781,Dylan,NULL,Chen,Male,2020-01-29,El Cajon
16782,Lucas,NULL,Clark,Male,2020-10-08,Port Orchard
16783,Grace,R,Barnes,Female,2020-11-22,Tacoma
16784,Chloe,NULL,Long,Female,2020-05-02,Haney
16785,Christian,R,Lee,Male,2020-09-30,Tacoma
16786,Lucas,A,Reed,Male,2020-10-26,Los Angeles
16787,Nicole,J,Jackson,Female,2020-11-25,Bellflower
16788,Ronnie,J,Gao,Male,2020-04-15,Burlingame
16789,Jennifer,R,Harris,Female,2020-12-19,Seattle
16790,Hunter,A,Lopez,Male,2020-12-25,Portland
16791,Leonard,F,Yuan,Male,2020-05-23,Cliffside
16792,Maria,NULL,Torres,Female,2020-01-17,Long Beach
16793,Savannah,F,Hernandez,Female,2020-01-07,Santa Cruz
16794,Taylor,NULL,Cook,Female,2020-01-15,Redmond
16795,Regina,J,Garcia,Female,2020-11-24,Berkeley
16796,Kaitlyn,F,Martin,Female,2020-05-17,Sedro Woolley
16797,Evan,V,Reed,Male,2020-01-08,Walla Walla
16798,Latasha,NULL,Martin,Female,2020-01-16,Coronado
16799,Stephanie,NULL,Gonzales,Female,2020-01-23,Fremont
16800,Jordan,M,Roberts,Female,2020-06-17,Langley
16801,Jasmine,NULL,Henderson,Female,2020-09-10,Bellingham
16802,Lucas,NULL,Allen,Male,2020-02-17,Lynnwood
16803,Marcus,L,Peterson,Male,2020-01-14,Puyallup
16804,Adam,W,Zhang,Male,2020-01-15,W. Linn
16805,Fernando,H,Allen,Male,2020-01-15,W. Linn
16806,Louis,NULL,Zhao,Male,2020-12-07,Burlingame
16807,Virginia,J,Suri,Female,2020-01-14,Chula Vista
16808,Jessica,R,Long,Female,2020-09-16,Lincoln Acres
16809,Bailey,A,Sanders,Female,2020-10-16,Redwood City
16810,Michael,E,Rodriguez,Male,2020-08-09,Oak Bay
16811,Luis,R,Zhang,Male,2020-02-27,Tacoma
16812,Alexa,NULL,Richardson,Female,2020-02-16,Imperial Beach
16813,Carson,NULL,Diaz,Male,2020-11-24,Lakewood
16814,Isabella,D,Collins,Female,2020-02-03,National City
16815,Jacob,NULL,Brown,Male,2021-01-10,Novato
16816,Julia,R,Miller,Female,2021-01-04,Redwood City
16817,Evan,NULL,Peterson,Male,2020-10-13,San Diego
16818,Gabrielle,NULL,Reed,Female,2020-10-07,Spring Valley
16819,Dalton,NULL,Cox,Male,2020-10-13,Issaquah
16820,Isabella,NULL,Gray,Female,2020-08-21,Port Hammond
16821,Mary,NULL,Carter,Female,2019-07-03,Solingen
16822,Marshall,NULL,Lin,Male,2019-05-10,Peterborough
16823,Stacy,NULL,Ruiz,Female,2019-05-09,Liverpool
16824,Randall,J,Munoz,Male,2019-07-21,Berlin
16825,Susan,NULL,Zeng,Female,2020-11-17,Bottrop
16826,Roberto,A,Vazquez,Male,2019-08-24,Solingen
16827,Jeffery,C,Chen,Male,2019-05-14,Wokingham
16828,Logan,R,Mitchell,Male,2019-05-15,Oxford
16829,Wayne,C,Lal,Male,2019-05-07,Runcorn
16830,Alexandra,M,Hall,Female,2019-08-01,Solingen
16831,Theodore,T,Vazquez,Male,2019-05-24,Gloucestershire
16832,Isaiah,J,Parker,Male,2020-10-22,Renton
16833,Richard,L,Cooper,Male,2020-10-28,Glendale
16834,Morgan,J,Peterson,Female,2020-05-26,Haney
16835,Noah,NULL,Nelson,Male,2020-10-12,Burien
16836,David,NULL,Thomas,Male,2020-08-16,Cliffside
16837,Elizabeth,K,Jackson,Female,2020-08-04,Langford
16838,Jonathan,R,Griffin,Male,2020-09-30,Chula Vista
16839,Julia,F,Ross,Female,2020-10-10,West Covina
16840,Xavier,NULL,Torres,Male,2020-05-24,Cliffside
16841,James,E,Turner,Male,2020-02-25,Westminster
16842,Jenny,R,Yang,Female,2020-10-25,Burbank
16843,Jimmy,NULL,Ramos,Male,2020-10-27,Concord
16844,Emma,C,Robinson,Female,2020-10-22,Torrance
16845,Andrea,M,Adams,Female,2020-10-05,West Covina
16846,James,G,Phillips,Male,2020-02-21,Langley
16847,Eduardo,NULL,Hall,Male,2020-06-14,Newton
16848,Jessica,NULL,Thomas,Female,2020-01-31,Newton
16849,Jonathan,NULL,Collins,Male,2020-12-04,Victoria
16850,Jessica,NULL,Jenkins,Female,2020-10-04,Spokane
16851,Kevin,L,Hayes,Male,2020-10-23,Bellflower
16852,Kate,NULL,She,Female,2020-10-15,Burlingame
16853,Christina,A,Bailey,Female,2020-12-20,Colma
16854,Seth,L,Adams,Male,2020-10-04,Woodland Hills
16855,Evelyn,NULL,Srini,Female,2020-10-16,Cliffside
16856,Erin,NULL,Rivera,Female,2020-08-28,Bremerton
16857,Lawrence,C,Munoz,Male,2020-05-04,Burien
16858,Jan,NULL,Lopez,Female,2020-12-07,Everett
16859,Jack,E,Kumar,Male,2020-10-17,Puyallup
16860,Haley,M,Rogers,Female,2020-03-12,Beverly Hills
16861,Luis,NULL,Sharma,Male,2021-01-13,Lakewood
16862,Timothy,A,Nelson,Male,2021-01-13,National City
16863,Kaitlyn,W,Clark,Female,2020-03-05,Beaverton
16864,Grace,NULL,Ramirez,Female,2020-10-26,Yakima
16865,Jordyn,NULL,Diaz,Female,2020-10-22,Coronado
16866,Alexandra,G,Parker,Female,2020-10-13,Grossmont
16867,Katelyn,NULL,King,Female,2020-10-04,Redwood City
16868,Xavier,A,Jackson,Male,2020-10-16,Spring Valley
16869,Vanessa,B,Patterson,Female,2020-10-04,Torrance
16870,Andrea,M,Morgan,Female,2020-02-03,Langley
16871,Anna,A,Clark,Female,2020-10-07,Santa Monica
16872,Samuel,A,Taylor,Male,2020-10-16,Redwood City
16873,Damien,A,Deng,Male,2020-07-23,Calgary
16874,Leslie,E,Munoz,Female,2020-05-16,Concord
16875,Samantha,A,Diaz,Female,2020-06-24,Coronado
16876,Jackson,NULL,Sharma,Male,2020-04-24,Langford
16877,Katelyn,W,Adams,Female,2020-02-15,Ballard
16878,Devin,NULL,Young,Male,2020-02-23,Corvallis
16879,Morgan,D,Taylor,Female,2020-02-26,Milwaukie
16880,Edgar,M,Patel,Male,2020-10-24,Chula Vista
16881,Ruben,A,Alonso,Male,2020-10-28,Colma
16882,Robert,G,Young,Male,2020-10-25,Milwaukie
16883,Tyler,A,Davis,Male,2021-01-05,Lakewood
16884,Richard,J,Miller,Male,2020-04-06,Yakima
16885,Garrett,D,Cook,Male,2020-03-16,Salem
16886,Aidan,NULL,Flores,Male,2020-02-04,Portland
16887,Cody,L,Rivera,Male,2020-02-20,Lemon Grove
16888,Arianna,A,Hughes,Female,2020-02-08,El Cajon
16889,Daniel,R,Rodriguez,Male,2020-03-10,Torrance
16890,Timothy,NULL,Reed,Male,2020-03-14,Puyallup
16891,Natalie,NULL,Gonzales,Female,2020-11-27,National City
16892,Rebecca,NULL,Evans,Female,2020-10-25,Bellflower
16893,Isaac,M,Howard,Male,2020-10-17,Walla Walla
16894,Abigail,NULL,Walker,Female,2020-03-07,Salem
16895,Chloe,NULL,Gonzales,Female,2020-03-19,Lemon Grove
16896,Natalie,NULL,Perez,Female,2020-03-16,El Cajon
16897,Lauren,A,Torres,Female,2020-03-01,Los Angeles
16898,Angel,W,Reed,Male,2020-03-26,West Covina
16899,Whitney,C,Sanchez,Female,2020-06-16,Burien
16900,Miguel,R,Jones,Male,2020-08-17,San Diego
16901,Ricky,NULL,Munoz,Male,2020-09-25,Concord
16902,Shawn,J,She,Male,2020-05-23,Burnaby
16903,Ian,P,Wright,Male,2020-11-12,Santa Cruz
16904,Arianna,G,Bailey,Female,2020-10-10,Grossmont
16905,Janet,R,Stewart,Female,2020-08-03,Imperial Beach
16906,Brittany,NULL,Flores,Female,2020-08-10,Oak Bay
16907,Sarah,J,Hall,Female,2020-10-25,National City
16908,Kristi,C,Patel,Female,2020-10-06,Burien
16909,Chloe,M,Walker,Female,2020-10-27,Long Beach
16910,Ryan,J,Diaz,Male,2020-02-13,Cliffside
16911,Caleb,NULL,Patterson,Male,2020-09-11,Everett
16912,Dalton,A,Patterson,Male,2020-11-26,Olympia
16913,Marcus,NULL,Flores,Male,2020-08-23,Salem
16914,Alexandra,K,Campbell,Female,2020-11-28,Puyallup
16915,Mason,NULL,Phillips,Male,2020-11-28,Walla Walla
16916,Cheryl,M,Dominguez,Female,2020-11-13,Bluffton
